id,text,length,author
752,"But the rate of temperature increase and rate of sea level rise is about the same in period 1 and period 2. If co2 was causing temperature increase and sea level rise, then the increases in period 2 should be much more than in period 1, but the increases are about the same. So co2 is not causing the temperature increase and the sea level rise. ",67,Moon007
753,"That is why only 1 of the last 6 executed was an Indonesian, and only 1 of the next 11 to be executed is an Indonesian.and that is why Indonesia asks clemency for Indonesians on death row for drugs in other countries, but won't grant it to foreigners in its own country.",52,Moon007
754,All the bleeding hearts think about is asylum seekers. Ironic they are so concerned about economic migrants but couldn't give two hoots about Australians about to be barbarically murdered by the Indonesian government.,33,Moon007
755,"If the didn't throw their papers overboard and use false names, they could be processed a lot quicker. It is their fault it takes so long. And don't forget the countless appeals, that takes time too.",36,Moon007
756,"And while we are getting rid of people's liberties for the 'greater good', let's make drink driving 0.00% BAC as more people die from drivers with 0.00% to 0.05% BAC than from lack of immunisation.",35,Moon007
757,"Why stop at forcing people to have medical procedures for immunisations, let's force overweight people to lap-band surgery, force people with psychological conditions to take their medication, and force smokers to wear nicotine patches.",34,Moon007
758,This could be Joko acting tough. It could be Joko trying to stir up anti-Australian hatred by implying Australia is getting ready to attack. Or it could be a credible threat. ,32,Moon007
759,"¡°We regret the link the Australian prime minister made between tsunami aid and the execution of the drug dealers, they are two very different things,¡± Alkhairy said. ¡°This is our moral protest to his statement.¡± ",36,Moon007
760,"The generous ""come on down!"" policy of the ALP had 20,000 people per year, plus the family reunions, so at least 60,000 per year and 92% of them on welfare forever. ",32,Moon007
761,"The LNP policy is 100 people per year. And even if it was $1.5m per person which I find unlikely, it is only for a few years and for a handful of people. ",34,Moon007
762,"If they behave like this on Nauru, they will probably behave the same in Australia. I don't want them here with their violent protests. Looks like no country makes them happy.",31,Moon007
763,"Even the Right faction is at least centre-left if not further Left. Then there are the very left factions of the Socialist Left factions, and finally trying to adopt wacky extreme Left policies from the Greens to desperately gain votes. ",41,Moon007
764,"Prison is the place for them, with increasing sentence length each time they reoffend. And of course some are such a danger to the community that they should never be released.",31,Moon007
765,"There are women, even on this forum, who say they will not be with a man unless his penis is a certain size. You have not criticised that.  ",30,Moon007
766,"Yet if a man said he did not want to be with a woman unless her vagina was a certain tightness, I expect you would be outraged. I expect you would call him all sorts of names.  ",39,Moon007
767,Your taxes at work providing lots of subsidies for people to get rich out of this. They will be hoping they can take their money out before a large hail storm comes through and wrecks it and bankrupts it.,39,Moon007
768,"Every news article, no matter the topic, no matter the location in the world, you have to turn into Abbott and the LNP. Such an obsession is not good for your health.",32,Moon007
769,"If the next of kin overrule the organ donation, it is not a fault of the system, it is a fault of the person not getting his next of kin behind his decision. ",34,Moon007
770,"What a joke! Got nothing to do with political rights, they wanted to bomb people. It is criminal, not political. I hope they lose the key key to the cell for these low-lives.",33,Moon007
771,"You are confused.. It is the Indonesians that are racist. Of all the drugs in Indonesia, only one of the ten to be executed is Indonesian.. They pretty much only execute foreigners.",32,Moon007
772,"So lock them in a cell with a pile of heroin and needles, and give them a wad of cash. Now the cash is theirs to keep. But they can keep the cash, or they can exchange the cash for heroin and inject to their hearts content, knowing it is addictive and it might kill them. ",57,Moon007
773,"This would match the crime, because no one is held down and a needle put in their arm, they do it by free will and even pay for the privilege.",30,Moon007
774,"It is standard Indonesia behaviour because of all the controversy. They will wait, appear that something is happening but don't say what, let you jump to conclusions that something good is afoot, and then when the controversy settles down and the journalists go home, they will have a quick execution.",50,Moon007
775,"The war on drugs is one sided. There are insufficient penalties for buying and using drugs. Only supply is heavily punished, hence the demand increases, and with constrained supply the price goes up and encourages people to enter the supply business for high rewards. ",45,Moon007
776,"I think that all that is happening is that Indonesia is playing a waiting game. Waiting for journalists to pack up and go home, waiting till it is off the front page, and then having a quick execution.  ",40,Moon007
777,"But when the boats were coming, that was the cost for the first year, then we had to support them for the rest of their lives, and their family reunion. ",31,Moon007
778,"You can't compare state sanctioned cold blooded murder, with country shoppers not getting their country of first choice. Just shows how misaligned you are that you would even mention it. ",31,Moon007
779,"The charter is to house and provide for anyone you can't prove is not a refugee. So if you arrive, no papers, a BS name, a BS story, that can't be disproved, then in you come. Effectively that is open borders, and you have to let them in whether they are criminal, a terrorist, a hate preacher, or an infectious diseases risk. You don't decide who you let in. That is open borders.",73,Moon007
780,"Yes the times have changed. People are saying they don't want to live in their 3rd world country anymore, so they are packing their bags en-mass and heading for western countries that have good welfare systems.",36,Moon007
781,"We have to pay for economic migrants in-perpetuity, plus their family reunion. That was for 20,000 per year. But now only 50 per year! and will not be resettled onto Australias welfare system.",33,Moon007
782,"Only 20% of plane arrivals are found to be refugees. If boat arrivals had their papers, instead of throwing them overboard as advised by the refugee advocates, then only 20% of them would be found to be refugees.",38,Moon007
783,"Australias Border Security reforms have been a success, but there are people like in this article who clearly believe in a policy of open borders for whoever wants to come, believing we don't have a right to say no, and will not like the reforms, and that is evident.",49,Moon007
784,"By not having papers it makes it difficult to verify their stories, and hinders proving they are not refugees. The government has to prove they are not refugees, giving them the benefit of the doubt. ",36,Moon007
785,"That is why plane arrivals are only 20% accepted as refugees, and boat arrivals with no papers and benefit of the doubt have 90% acceptance. If boat arrivals all had their papers their acceptance would be about 20% also.",39,Moon007
786,"Yes the asylum seekers affect the relations Australia has with its neighbours Indonesia and PNG in what we can do and what we can say, but what is the alternative? ",31,Moon007
787,The desire to own your house is greater in Australia than other countries. So people are prepared to spend a greater percentage of their income on their house than other countries. ,32,Moon007
788,First home buyers always had to start by living further out. It is just that now that people have an expectation that they should be able to buy in the inner area they have been renting in. A reality adjustment is needed.,42,Moon007
789,"If you don't have children, you have much greater savings to spend during retirement. Become a self funded retiree. It is the ones breeding with not enough money that need to be supported during retirement.",35,Moon007
790,"You are right, being a kindergarten teacher for 7 hours per day at the local kindergarten is ""paid less"" than being a FIFO mining worker, with 12 hour shifts, having to live away from home in remote areas, crammed into a single room donga to live in. Away from family, away from children. ",54,Moon007
791,"There will always be a gender pay gap if you compare average male earnings to average female earnings because men are more prepared to take jobs that are more demanding and correspondingly pay more, such as FIFO mining jobs. More women will pick less demanding jobs with less travel expectations, so they can be there for the kids. ",59,Moon007
792,"The only true measure is to compare what men and women are paid for the same job for the same conditions, and there is very little difference, in fact many jobs are covered by awards and EBAs which pay identically for men and women.",44,Moon007
793,"By China controlling it's exchange rate to being artificially low, it protects China's domestic market from imports and make Chinese exports cheap, resulting in massive sales and massive accumulation of surplus money. ",33,Moon007
794,"You see it is not about refugees, these fanaticals want open borders and are just using refugees as a wedge. So when a non-refugee is to be deported, they protest.",30,Moon007
795,"No the mindless are jumping up and down as if the guy was a refugee, when in fact he was found to not be a refugee but a country shopper. A point missed on the mindless.",36,Moon007
796,What absolute tripe. The guy was on the plane because he was found to not be a genuine refugee. Yet here are the bleeding hearts trying to make a victim out of a country shopper.,35,Moon007
797,I wonder what their employer thought about them not making the trip to Darwin and taking time off work to take part in the process. They probably got a disciplinary letter.,31,Moon007
798,"It is uneconomic to do anything about the 93% because China has free reign to increase emissions until 2030, and in 2030 only 20% will be non-carbon. Most of the 20% will be nuclear. ",35,Moon007
799,People need to get over their emotional arguments and using the problems that were experienced with 1960's design reactors as a reason why a 2015 design reactor is no good.  ,32,Moon007
800,"The safety of a 2015 design reactor is exemplary. Also with the vast spaces of Australia, the reactors can be in the outback with FIFO workers. A HVDC link could connect the nuclear stations to the grids in populated areas. ",41,Moon007
801,"The viability and safety needs to be looked at rationally, and nuclear will stack up as not only the best low carbon base load supply, but the only one with a track record of supplying power on a scale that base load requires.",43,Moon007
802,"But please bring on compulsory below the line voting. I am sure the left wing parties will have a much greater error rate, possibly as high as 50% for the ALP.",31,Moon007
803,Bring in above the line preferences instead of the current system where you only mark a single box and all of the automated preference deals get enacted with all the flow-on and ill-considered consequences.  ,36,Moon007
804,Traffic. Have you seen the number of planes in the sky at once? The sky is laid out in flight corridors and there is not enough space to only have corridors over suitable landing areas.,35,Moon007
805,"Nothing wrong with nationalistic pride, in fact we need more of it. Pride to buy Australian products etc. But as seem with the car industry there is anti pride and imported products are falsely perceived as better.",37,Moon007
806,Andrews will look like a goose trying to explain why the metro business case has virtually no revenue when he paid $1.2B to get rid of the tunnel due to insufficient revenue.,32,Moon007
807,"What do you think Andrews business case for his $11B metro tunnel will look like? As everyone going through the metro tunnel already has a myki ticket today, where will the revenue come from? Additional ticket sales? Fat chance that can pay off $11B. ",45,Moon007
808,"As Andrews has set the bar for all public infrastructure having a positive financial business case, bring on the business case for the metro. That will be an embarrassing backflip for him. He will look a goose trying to explain that one.",42,Moon007
809,Looks like the people of NSW are going to take the intelligent step of voting for state issues at the state election. Unlike the deluded in Vic and QLD that thought they were voting for Abbott or ALP and ended up shooting themselves in the foot by getting policies they didn't want.  ,54,Moon007
810,"Vic in particular is now not getting the tunnel that 65% of Melbournians want, and having to pay $1B not to have that tunnel. That would have to be the most politically dumb decision in modern times, but indirectly, they voted for it.",43,Moon007
811,"Sure Morrison made the allegations, but if Save the Children didn't believe the allegations they could have redeployed the workers to another part of their organisation. Why they didn't is a question for Save the Children.",36,Moon007
812,"I find it strange they did not self harm when faced with the claimed dreadful conditions in their home country, but self harm because they are going to be sent to Nauru?",32,Moon007
813,That's because of the bad financial mess the ALP/Greens had left the country in. It wasn't until LNP got into power and was able to get the books thoroughly investigate that the true financial mess was revealed. Unfortunately many promises had to me amended.,44,Moon007
814,"The only fair way is a cap on a per country basis, where the cap is proportional to the land mass ie a per square kilometre basis. Countries must be responsible custodians of their land mass, and manage all aspects of their land including population. Countries should not be rewarded with a higher cap simply because they have over-populated.  ",61,Moon007
815,If you recall they don't have a cap as they are developing nations and we are allowing them to increase their emissions. They have to get their coal from somewhere.,30,Moon007
816,"Because Gillard was only interested in waging a class war, hence her disparaging and inflammatory label of middle class welfare, which is equivalent of labelling the unemployed as parasites. Both labels should no be part of Government vocabulary.",38,Moon007
817,"$32B in super concessions to the wealthy?? Someone is having a lend of you, the total concessions for everyone are about $20B. And the concessions are to keep people off the pension, and you haven't factored that in.",38,Moon007
818,Have you ever seen an ATO claim? Obviously not. It is about 10 times the real figure. They are wise not to release it to the public. It is a BS number.,32,Moon007
819,"Environmental organisations should pay tax. My golf club pays tax and does more for the environment with all its green grass than most environmental groups, who are more intent on causing conflict and a name for themselves than doing anything for the environment.  ",45,Moon007
820,"It is best to reduce foreign aid now and use that money to stimulate the Australian economy, and then when the economy recovers the foreign aid can be increased again. ",31,Moon007
821,I don't need to read the comments on this post. It will be Lefties complaint about paying tax. I will see the same names complaining about the cut to foreign aid.,31,Moon007
822,If you want to claim theft you have to prove it. People don't have to prove they didn't steal every item in their possession. Theft has to be proven. I am sure you understand this.,35,Moon007
823,"Digital sound is crap. Sure you can get half reasonable sound on cheap equipment, but then you hit the brick wall and no amount of money can overcome the degradation in sound quality from digitising the music. ",38,Moon007
824,Yet Indonesia was protesting this week about one of their citizens being executed in Saudi Arabia.Doesn't Undonesia realise when they ignore calls for clemency they are less likely to receive clemency?,31,Moon007
825,"Do you think no one else would have invented the wheel? Or if the Wright Bros hadn't invented flight that there would be no planes today? It is just a race that costs a lot to compete in, and the winnings rarely pay the cost of competing.",47,Moon007
826,"More money goes to the CSIRO than went to the Auto industry, yet the auto industry employed 200,000 people and raised many times the grants through the sale of Australian car made cars instead of imported cars. Cars such as Camry, Camry Hybrid, Aurion, Commodore, Cruze, Falcon, Territory, which includes diesel, hybrid and LPG models for the environment. ",59,Moon007
827,"The CSIRO is a big money drain and needs to be seriously reviewed. The auto manufacturing in Australia is shutting down, and the same criteria should apply to the CSIRO ",31,Moon007
828,"Just speak to those who have been granted asylum, and the ones willing to speak candidly, and many will tell you it was about getting to a western world not about persecution.",32,Moon007
829,"But you could go to Cambodia and write a piece. But you might not find anything newsworthy, just recently resettled refugees happily starting a new life in a friendly country that is full of opportunity.",35,Moon007
830,"We are on a trajectory to have a debt like Greece in 30 years time. Things need to change to stop that trajectory, but you want business as usual, but with more spending. That is irresponsible and puts the next generation in the position of Greece.",46,Moon007
831,"The government is reporting that they have several hundred Iranians that have failed the refugee test and that they want to return to Iran, because they will never be settled in Australia.",32,Moon007
832,"Clearly this is not about refugees, but a belief that anyone who wants to come to Australia should be able to. This is really about open borders, and refugees are just a wedge.",33,Moon007
833,"In time, Europe will come to the conclusion they too must turn back the boats. The only question is how bad it will get before Europe arrives at this inevitable conclusion.",31,Moon007
834,"Drug testing those who want welfare payments is the same principle as forcing immunisation to get welfare payments, only that forced drug testing would have much greater societal benefits, for children, families, and crime. ",35,Moon007
835,It is not better diagnosis because the increase is across the board from mild to severe. If the increase was due to better diagnosis the increase would only be at the mild end.,33,Moon007
836,"So you go to the doctor, you think he is a confidant and acting in your interest, but he is being bribed to convince you to follow the government's agenda?",30,Moon007
837,"The scumbag drug users with their ever increasing wads of cash to tempt them, and very often the cash is proceeds of crime. Drugs users have a very high rate of criminal offending, and that is before you include the offences of buying and using drugs.",46,Moon007
838,"Indonesia has much to lose if Chan and Sukumaran are executed. Their case has become high profile, and there are something like 160 Indonesians on death row in foreign countries. ",31,Moon007
839,"Besides, the heroine they were caught with had not killed anyone. At the very most, you could only draw a parallel with attempted murder, for which the death penalty does not apply in any modern country.",36,Moon007
840,"The ability for Australia to halt climate change is futile. The horse has bolted. At least Lomborg's realises this, and takes a pragmatic approach of what Australia can do to cope with climate change.  ",36,Moon007
841,"It will be 10 to 20% increase, but lots will do it because the cost base for a significant number of investors will go up. Costs will be passed on.",30,Moon007
842,Because it is a competitive rental market with a diverse range of properties. It is competitive with about 4% vacancy rate. If you put your price up too much you join the 4% vacancy because others are prepared to keep their rents lower than you.  ,47,Moon007
843,"But if negative gearing was removed, large numbers of properties will have increased costs, and there will be pressure for them to increase rents. As it affects far more than the 4% vacant, rents can increase without your property joining the 4% vacant.",43,Moon007
844,"As it is, most negative gearing is for people saving for retirement. Get rid of negative gearing and fewer people will save for their retirement and the government will have to spend more on pensions.",35,Moon007
845,"Of course the top 20% of income earners are going to hold a proportionately larger share of dept, and a proportionately larger share of bank balances, tax payments, and will spend more on cars. ",35,Moon007
846,"Any there is zero evidence the boats are going elsewhere, as there has been no increase in boats in SE Asia except from Burma, and Burmiese refugees never travelled to Australia anyway.",32,Moon007
847,"The reality is that you can't economically provides services to tiny groups in remote locations. So the question is, what is the minimum sized group and how far from services is it reasonable to travel? And that has not been asked and answered.",43,Moon007
848,"But if universities pull their money out of fossil fuels, where they obviously consider the best return is, and put it in the second best return, they won't make as much money. ",33,Moon007
849,"But here is the catch, super doesn't go up evenly. In say 5 years it will go up 0%, then a few 3%, a 4%, then a 22%.  ",30,Moon007
850,"Money is better spent dealing with any effects of climate change, if and when it happens. Build more dams for water, build sea walls, stop the population growing. There the problem is fixed.",33,Moon007
851,You don't understand entities. It has nothing to do with laws as a trust is like it is a separate 'person'. you can't tax one person for the money another person receives.,32,Moon007
852,"You don't understand taxation, super, or trusts. The super contributions are not 'in the hands of the employee' until he retires. Up until then it is in the super trust fund, which if you understood trust law, is an entirely different entity.",42,Moon007
853,It's just too easy for the Labor/Greens to see all that money sitting there and want to get their sticky little fingers on it to blow on some green scheme that is economically unviable and can't pay it's way.,39,Moon007
854,And envy of those who have had a house in Sydney and Melbourne that has gone up a lot in value because of the high migration into those cities. The value is locked in their house and one day they will need to sell it to move into an equivalently overpriced retirement or nursing home. ,56,Moon007
855,"Labor could have left the ports as-is and saved the construction money, not bothered with a carbon tax, and globally saved more CO2 while saving tax payers money.  ",30,Moon007
856,"So what Milne wants is for Australia to have up to 80% reduction by 2030, when by 2030 China will still be increasing its emissions and will not have any cap. ",32,Moon007
857,"Not sure where to start. Should I start with comparing a paper jam in the photocopier, with someone shooting at you with a machine gun and your buddy is bleeding to death next to you?",35,Moon007
858,"Manning Clarke is a screaming red ragged who re-writes history with a distorted and biased view with unsupported claims and views passing as facts, to discredit Australia with an aim to make us ashamed. To plough the earth so our beliefs and values can be replaced with a communist social system.",51,Moon007
859,"To the rest of us and anyone who actually knows WW1 history, he was sacked for not only being offensive on a very symbolic day, having no respect for many people who had lost loved ones and whose lives were changed for the worse, but also for being totally wrong.",50,Moon007
860,Its a great gig. Flannery got $300k a year plus all expenses and Business class flights for supposedly 3 days a week work. I would like to see those time sheets.,31,Moon007
861,"Yes they do pray for money, because only money can fix global warming. Money to employ lots of scientists who wouldn't have a job without global warming, and lots of money to give to developing nations as (ahem) carbon credits. You know, like pay them this year to not cut down the tree, and next year they cut it down anyway.",61,Moon007
862,"When Flannery said the sea level would rise 8 stories, it affected the price of waterfront properties all around Australia. 5 years later he snapped up an absolute waterfront property at Coba Point.",33,Moon007
863,"The ALP's idea is to wipe out the middle class, like is happening in USA, and then heavily tax the wealthier. The middle class are targeted by the ALP with attacks on super, negative gearing, property investment, removal of government benefits like private health insurance and child care rebates, and taxing them with bracket creep. ",56,Moon007
864,"Unfortunately with today's public mindset, we are more likely to have Christine Milne running the printing presses at the Mint until the wee hours to print more money than anything constructive that may 'hurt'.",34,Moon007
865,"The company pays tax on the profit, then hands you your share of the profit. You then pay the difference in tax between what you have to pay, and what the company has already paid. ",36,Moon007
866,"It is no different to your tax return at the end of the year. You work out what you need to pay, then take away what your employer has already paid, and you pay the difference or get a refund. No double taxation. ",44,Moon007
867,"So your neighbour has not added anything to the tax collection system, but added 1 person on the dole and 2 more kids to be educated, plus the additional medical costs, train systems, roads, etc",35,Moon007
868,"But for every tax paying migrant that arrives, an Australian is displaced onto welfare because a migrant does not bring a job with him, and Australia is no longer able to make jobs. Australia is struggling to keep the jobs it does have. ",44,Moon007
869,"Howard and Costello did not leave a revenue crater. They left a balanced budget, and then Rudd and Gillard gave tax cuts on 3 occasions putting the budget into the red.",31,Moon007
870,"But for every tax paying migrant that arrives, an Australian is displaced onto welfare because a migrant does not bring a job with him, and Australia is no longer able to make jobs. Australia is struggling to keep the jobs it does have. ",44,Moon007
871,"Of course the ALP will get your vote. You won't vote LNP, and if you vote Green, at worst it will just be another Labor/Greens alliance, which is still voting to get the ALP in. So yes you will vote ALP.",41,Moon007
872,"What hypocrisy by the UN. At the Lima Climate Change Conference last December, the UN agreed that China and India could increase their emissions. Now the UN is reneging and saying they can't have any new coal.  ",39,Moon007
873,"Abbott had a mandate to fix the budget, but the ALP won't let the measures pass the Senate. While the ALP enforces the status quo, until the ALP lets the measures pass, it is the ALP's spending commitments.",38,Moon007
874,It is the ones below the lower end of the income scale (welfare) that are the problem. Has been exacerbated by the high migration and limited jobs. We need to halt migration until the economy is in a sound position.,40,Moon007
875,"Using delays and the excuse of ""we didn't get the paperwork"" is a classic Indonesian excuse. What? Didn't the judges read the newspapers? If they are that disconnected to what is happening in Indonesia they should not be judges. ",40,Moon007
876,"For what Kelty has done, and for not caring or realising this would be the result. He either doesn't care for Australian lives, or he is too incompetent to understand the result. ",33,Moon007
877,"So you want property values to drop so you can buy a house for cheaper? Isn't that selfish? You want other people to lose money so you can save money? What about people who will finish up with a morgage larger than what the house is worth? Run them to bankruptcy, is that what you want?",56,Moon007
878,"But it is considered unfair by those who have saved and done without things to buy a home, and are then penalised when they fall on hard times by not getting as much welfare as some who earned the same money but blew it instead of buying a house.",49,Moon007
879,Surely there has to be penalties for UWA for this shenanigans. It is unacceptable for a university to shut down debate on such an important topic. Funding should be reduced.,30,Moon007
880,The objective is to look at the environmental 'rules' and optimise what Australia does and how it defines what Australia does to maximise our economic position within those rules. ,30,Moon007
881,"But this was not a protest about more information ""a few questions"" as you put it. This was a protest of ""don't"", but no one seems to know what it was about, no details. ",35,Moon007
882,"This is vastly better than the trajectory of debt Labor had us on. Last year was an emergency, and a short sharp cuts have proven to be the best way to deal with it. ",35,Moon007
883,I can't wait for the next opinion poll. I am expecting a big boost to the Libs and a poor result to Shorton. That might be enough for Albo to get up and challenge.,34,Moon007
884,"It's good the pain is easing while at the same time the budget position is improving, and vastly better than the trajectory of debt Labor had us on. Last year was an emergency, and a short sharp cut has proven to be the best way to deal with it. ",50,Moon007
885,"But many middle ground voters prefer the opposition to have the majority in the Senate, as long as the Senate acts responsibly. The Labor/Greens have shown they won't act responsibly and will take any opportunity to block bills. Unless Shorton lifts his game, the LNP will win both houses at the next election.",53,Moon007
886,"This is vastly better than the trajectory of debt Labor had us on. Last year was an emergency, and a short sharp cuts have proven to be the best way to deal with it. ",35,Moon007
887,I can't wait for the next opinion poll. I am expecting a big boost to the Libs and a poor result to Shorton. That might be enough for Albo to get up and challenge.,34,Moon007
888,"This whole UWA and Lomborg issue stinks, I am deeply concerned that without Lomborg that we are on a path of wasteful spending on climate schemes that don't work. ",30,Moon007
889,I would like a Royal Commision into the UWA and into how Australia's mitigation money is being spent. It seems like the money is just thrown around with no prospect of improving the world's temperature. A Royal Commission will ensure all future money is only spent where a proper return can be shown. ,54,Moon007
890,"Cheaper to give Australian residency to all the residents of all Pacific atoll at risk of sinking than pay more carbon taxes. Rather a waste as the atolls are sinking anyway, but it is a nice gesture.",37,Moon007
891,"Whereas mitigation has a very high risk of not working, as it requires every other country to do the same, and the models to be correct. The models may be wrong and climate change might not be able to be slowed or stopped. It may be too late.",48,Moon007
892,We listened to Dr Dinosaur and that turned out to be hogs wash. People should have woken up to Flannery when he bought his waterfront home after warning everyone about rising sea levels.,33,Moon007
893,The debate is not over from my point of view. You may be convinced but I think there are better ways than endlessly spending lots of money trying to avert climate change. ,33,Moon007
894,I don't like how Flannery misled Australia with what he said was fact when it was made up BS. And like many others I will keep bringing it up until if ever he apologises.,34,Moon007
895,"AGW may well have predicted extremes of weather, but is this normal or is this climate change? Who has confirmed it is climate change and not just normal weather? ",30,Moon007
896,"Lots of people listen to Flannery, ""the dams will never be full again"". He was caught out. He bought a waterfront property after saying the would rise 8 stories high. Caught out got that one.",35,Moon007
897,"So you don't want us doing anything about the problems in those countries, but you think we should then have an obligation to take anyone who wishes to leave there because of those conditions and come here. ",38,Moon007
898,Isn't it time to drop the 1970's Neo-Marxist rhetoric? That sort of talk will never get any traction in this century. It is so dated it is difficult to take it seriously.,32,Moon007
899,"I am polite to everyone who is polite to me, and reply in kind to those who aren't. You should think twice before posting impolite and nasty comments if you don't want a similar reply.",35,Moon007
900,"Lets just rip up those agreements that are not in Australia's interest. We are a soverign country, and the people did not vote in a referendum to have our rights transferred to the UN.",34,Moon007
901,"I don't care if we voluntarily signed them. I didn't sign them. I didn't vote in a referendum on them. I don't give two hoots about the UN, they don't represent me, I didn't vote for them or anyone on them. I would extend Paul Keating's classification to them. ""Unrepresented swill""",51,Moon007
902,"My ancestors worked hard and did without to give this country what it has today. Many enviously look across the waters at what my ancestors have built up, look at their own country, and think 'stuff this I want that over there' and hop on a boat.",47,Moon007
903,"My ancestors didn't choose to come here, they were rounded up and sent here against their will and used as slave labour when they got here. Many died from the whippings and beatings, and that is those who did not die from starvation on the voyage here in shackles. ",50,Moon007
904,"So I am like present day African Americans, I am only in this country because of the I humane treatment of my ancestors, and like the African Americans, I have no rights to return to another country.",37,Moon007
905,"It is the desire for better economic conditions, a 'better life' as they put it, that is driving so many people to pack their bags and head to a Western or affluent Asian country.",34,Moon007
906,"What sort of serious medical condition do the others have? I thought they were sent to Australia for treatment. They are either fixed up and ready to return and witching the ability of treatment on Nauru, or the treatment is not completed?",42,Moon007
907,How is it torture to whales if the oil companies are doing the seismic testing when at the time of testing it is the season when the whales are in Antarctica?,31,Moon007
908,"Back packers were coming here, getting a tax file number or inventing one, working a couple of jobs and falsely claiming it was their only job so they could get the tax exemplion on all jobs, knowing they will have left the country before it all catches up with them. ",51,Moon007
909,"The meat is being distributed through 3rd world countries that don't have refrigeration and don't have refrigerated delivery trucks. That is why it is distributed live, so it won't go off. ",32,Moon007
910,"All the problems in the world are caused by too many people. Every country has a land mass, and it is up to each country to control its population to the available resources and CO2 emissions.  ",38,Moon007
911,"How would you feel if one of your children was zapped to death installing Rudds pink batts, knowing Rudd and Garrett had been told the program was dangerous, yet they still went ahead and did it?  ",38,Moon007
912,"If the Philippines are serious about taking the Bangladeshis who even this article acknowledges are leaving because of poverty ie economy migrants, that means the door is open for any and all Bangladeshis to head to the Phillipines in any boat they can get their hands on.  ",49,Moon007
913,"With all the boats leaving for the Phillipines, those left behind will not have boats for fishing. Expect starvation. The exodus from Bangladesh will make conditions in Bangladesh worse, not better.",31,Moon007
914,I was watching Sarah Hanson Young. It was a disgrace with her frothing at the mouth with questions about operational statistics that naturally will change each time the report is run. ,32,Moon007
915,"Let's get Transfield in here, get the TV cameras, and ask them questions knowing they won't have brought that information with them. And nobody tell them what the questions will be!",31,Moon007
916,"Guardian, please include this photo of the much nicer original detention centre they burned down, as to omit it gives a false impression of what resources Australia has been providing.",30,Moon007
917,The amount of stamp duty paid on a house purchase in QLD is far less than half that paid on an average house NSW and VIC because houses are cheaper and the rate is less. ,36,Moon007
918,Same thing happened in Victoria when they got that fat Nixon as police commissioner. They had to make a special exemption because her body weight prevented her from passing the physical. ,32,Moon007
919,"Police were hobbled from doing their job, and and descriptions of wanted felons were not allowed to have any race references, but on the bright side they could still state the gender! So descriptions were limited to ""male in 20's or 30's approx 170 cm"". Unsolved crimes rose. ",49,Moon007
920,Crime soared so they had to fiddle the crime stats eg if a crime happened in a city car park it was no longer listed as a CBD crime! ,30,Moon007
921,Her sidekick then took over and delayed the crime stats by 8 weeks until the Monday after the state election so as to not embarrass the ALP on their failed experiment of softly softly on crime. ,37,Moon007
922,"Why do these do-gooders think the only reason people break the law is either because of their childhood, or that they really want to do the right thing if only someone could give them guidance of what the right thing is? No, some people are rotten to the core.",49,Moon007
923,"Imagine this, you are retiring. If I gave you a choice, you could have the full pension and ALL the benefits that go with it, or a lump sum of cash. But you can only choose one. How much cash would you want instead. $100k? ",46,Moon007
924,No there was on the radio with Matt Tilley this week. Four of them in a commission house and $20 per week rent each. Smoked and drank every day. Was having a ball. Recons he had the life.,38,Moon007
925,"The ALP just can't keep their sticky fingers off people's superannuation savings.If only the ALP spent as much time developing budget savings as it does on trying to commandeer people's savings, it might be able to balance the budget (for once).",41,Moon007
926,"Like Daniel Andrews cancelling the East West link at a cost of $1B on the excuse we shouldn't be building roads, but now wants to build stage 2 of the link instead because that goes through ALP electorates.",38,Moon007
927,Like when Gillard gave $20m for a Slim Dusty museum for Rob Oakshots electorate so Oakshots would vote for Gillard to form government. You mean that sort of pork barrelling?,30,Moon007
928,"If the patrons are not prepared to pay the true cost to see a performance or exhibition, why should tax payers subsidise it when that money is better spent on hospitals and the needy, rather than the greedy who don't see the value in the true cost?",47,Moon007
929,"I find it amusing that the CFMEU have taken the flag of the Eureka Stockade, which were a group of individual miners running their own mining businesses and refusing to pay taxes. A bit like Twiggy and Gina?",38,Moon007
930,I am talking about people going to see the arts is their hobby. A hobby of going to see the arts. I am not talking about people working in the arts.,31,Moon007
931,I don't care if they consider they are a service to society. I am sure my shooting instructor at the club thinks he is a service to society too. ,30,Moon007
932,"Numbers couldn't be increased. If they could it would have started with a higher number. Only 800 was its biggest criticism, and in response Gillard never said numbers could increase, and she would if she could to kill the criticism.",40,Moon007
933,That's laughable. How could you possibly consider a connection half decent if it's connections are wet? Please explain your logic of why this is half decent and not faulty? ,30,Moon007
934,I didn't ask to be born here. In fact I am a few years older so I was on the land before him. Why do I need to ask him for consent?,32,Moon007
935,"Yes let's have a treaty and compulsorily acquire lots of land to give them. Hmmm that will cost lots of money, so all taxes will need to double and welfare will need to be slashed. Better bring in the GP copayment and no dole (reduced dole anyway) for 6 months.  ",52,Moon007
936,"IS are not freeing their home. To claim they are is a mischievous misrepresentation. They are invading and taking over other people's homes, and murdering them along the way. ",30,Moon007
937,"Your argument was only an attempt to conflate IS to Australia's detention centres. You couldn't help but throw in a brown people comment as well to play the race card, straight out of the Greens playbook. By apologising for IS and condemning the detention centres does not make them similar. They have nothing in common whatsoever.  ",58,Moon007
