id,text,length,author
179,Looks like the ALP were hoping the criminal convictions of Craig Thomson and Michael Williamson were enough to sweep the stench of union corruption under the carpet - but alas no - plenty more still to come.,37,TimOfAltona
180,But Andi... you and the others on here are convinced 100% that Labor will win 2016...so why don't you throw down a lazy 5k and back the ALP - you would make a small fortune. ,36,TimOfAltona
181,HaHaHaHaHa Daisy - that is so coming from a long time member of the Labor/Greens cheer squad who between them spend hours on the Guardian threads each day writing hundreds of grubby and vilifying comments about Tony Abbott. ,39,TimOfAltona
182,"Exactly - I have been saying this for some time but keep on being shot down in flames by the Labor cheer squad....seriously, if Labor are to have any hope of forming government over the next 6-9 years they need to refocus on reform - Labor and their supporters banging on about the evil Tony Abbott &amp; hoping that will be enough to get them over the line is pure delusion and will ensure they stay in opposition for years to come.",82,TimOfAltona
183,"A quick check of the betting markets shows me you are wrong and will blow your thousand bucks - the bookies have Abbott and the Coalition as outright favs to win... understandably so, Labor have no hope until they sort themselves out... years away yet.",45,TimOfAltona
184,"This interview confirms everyones suspicions that she is way out of her depth when it comes to that shadow portfolio. Foreign Affairs aint Tania's strength, in fact she is a liability. ",32,TimOfAltona
185,Her inability to differentiate between the ADF and the AFP was astounding - she kept referring to the federal police as the ADF....the interviewer did not pull her up on it and made Plibersek look like she had no idea what she was talking about (which she didn't). ,49,TimOfAltona
186,"If this is the best Labor can muster and with the hapless Shorten as interim Labor leader, the Coalition are looking at perhaps an extra term in government, on top of the next two coming up.",36,TimOfAltona
187,"The Labor/Greens cheer squad so desperately wanted these people smuggling boats to keep arriving - just like they did in their hundreds when Labor were in government, why? Because Labor failed dismally at both preventing the boats arriving and preventing 1000+ people losing their lives. ",46,TimOfAltona
188,"God forbid that the ABC has the  to allow LNP guests onto the Drum, we  want left wing guests on the Drum. It is very important that we only hear the views of the left on the Drum, the last thing we want is to hear the views of our government...that just won't do will it comrade?",59,TimOfAltona
189,Smart move by Morrison...the message is still loud and clear to people smugglers ....this government will deny you a product to sell...you will have to wait until a Labor/Greens government is back in power before you can start up your insideous trade again.,43,TimOfAltona
190,You seriously need to clean your key board...the caps lock key keeps sticking and makes your comment look all disjointed...don't they have a budget down at Socialist Alternative admin to buy a few cleaning products down at the local Woolies?,40,TimOfAltona
191,David Marr - people could be excused for thinking you support the people smuggling business - if you don't then you need to throw your left wing support in behind Scott Morrison who is doing his darndest to shut it down...and suceeding. ,43,TimOfAltona
192,The left are on the wrong side of public opinion on this one and lost the argument a long time ago...this government is to be congratulated for delivering on what they promised and what we voted for last September. Labor were just not up to the task...how many PM's did they go through and how many Immigration ministers did Labor churn through - was it 5 or 6? None of them up to the task - all failures. ,79,TimOfAltona
193,"The Labor/Greens cheer squad, all 150 of them, would taking to the streets with their pitch forks, flaming torches and burning effigies of the PM - oh wait a minute - they are already doing that. LOL",37,TimOfAltona
194,"The government has not been forced to send these people to the mainland, they are doing it out of humanitarian compassion whilst it is determined where they will ultimately be sent - India, Nauru or Manus. ",37,TimOfAltona
195,"The turn back the boats policy has been highly successful - no boats have made it through from Indonesia, where 99% of departures were occurring. This was not being done way up in Southern India for obvious reasons and if it was, this boat would not have made it this far. ",52,TimOfAltona
196,"The policy of labor and the Coalition has been highly successfully and has effectively saved perhaps thousands of people from drowning, something unimaginable back when K Rudd was running things.",30,TimOfAltona
197,"These people needed to be removed from the boat while the high court proceedings are ongoing. It is the right thing to do to bring them ashore temporarily until the High Court judgement is handed down and then they can either be returned to Tamil southern India or over to Manus or Nauru for processing. It is fairly likely these are economic migrants simply looking to improve their lives in Australia so either they return to India or their original homeland. Those determined to be  refugees can be resettled in a third country such as PNG, Nauru or Cambodia. ",101,TimOfAltona
198,You seem to be confused ¡­.the police are there for security duties¡­crash investigators and forensic teams will be doing the work on the wreckage and human remains. The police are there because it would be too problematic for ADF or any troops from any country to be on the ground in that situation. ,54,TimOfAltona
199,Julie Bishop and her Dutch counterpart are making good progress in Kiev to bring this about with Ukrainian authorities whilst Abbott is dealing with Putin on the Russian side to allow unrestricted access for the multi-national police contingent to provide security whilst the forensic and recovery teams do their vital work. ,52,TimOfAltona
200,"Correct, the same occurred in 9/11. The key to this is forensic examination of the various crash sites to occur as quickly as possible before too much evidence or remains are lost...hence the government pushing for a security team to assist with this process.",44,TimOfAltona
201,"If he were to say or do nothing you would be on here attacking him for just that - so when he is proactive, as a PM should be, you attack him for just that. ",36,TimOfAltona
202,"The crash zone is 50 sq km, the multi national police team will comprise Dutch and Australian and perhaps other countries. Australia's contribution is 50, the Dutch may have hundreds there....you talk as if Australia is the only country sending police....providing the MOU with the Ukraine works out and the Russians agree to support it, the police will be on the ground in the Ukraine within 24-48 hrs and the search and removal of human remains can continue.",78,TimOfAltona
203,Shame the Labor/Greens cheers squad are more concerned about a lift in the polls for the PM than they are for the families of the victims of MH17 -it's clear the government is doing a fine job and all decent Australians applaud their efforts to get our dead home to their families.,52,TimOfAltona
204,Good to know this is the best talent the ALP can muster - the Coalition are staring down the barrel of 4 terms with turkeys like this batting for the other team.,32,TimOfAltona
205,"Bishop and Houston, along with the Dutch Foreign Minister, are in Kiev this afternoon arranging for a MOU with the Ukrainian PM which will allow a multi-national police force to attend the site so that the remaining bodies can be located and removed and the investigators do their work unhindered. It looks likely the Russians will assist with this process in dealing with the Donekst rebels - but how that eventuates remains to be seen. ",76,TimOfAltona
206,"The Dutch have the lead on this, having lost the majority of citizens and are likely to make up the majority of the police securing the 50km wide zone. ",30,TimOfAltona
207,"Good on Abbott for being proactive on this - not supported of course by those who fear the prospect of the government getting a boost in the polls out of this tragedy, but supported all the same by all decent Australians who want to see every effort made to bring our dead home.",53,TimOfAltona
208,"Angus Houston is in Kiev with Bishop getting the memorandum of understanding sorted with the Ukrainian government to allow a multi-national police force into the area to protect the crash site so the remaining bodies can be located and crash investigators do their work - clearly that prospect of success in this area frightens you, but the majority of Aussies applaud what is going on and only a few sad and sorry people like you object.",76,TimOfAltona
209,It is a real shame that the Labor/Greens cheer squad are more concerned about the PM getting a lift in the polls than they are about bringing home our dead. ,31,TimOfAltona
210,Clearly none of them have lost a loved one in the tragedy - if they had they would be praising the government's efforts as I'm sure those affected are at this terrible time. ,34,TimOfAltona
211,"Abbott, Bishop and all the others working on this are to be congratulated not condemned by the faux and confected outrage emanating from a sad and sorry bunch of people concerned the PM may actually come out of this looking good.",41,TimOfAltona
212,"Forget the Greens, they will oppose anything and everything - let's hear from Labor on this - the Labor cheer squad have jumped in early on this before hearing what their party line is - Labor may well support the decision too.",42,TimOfAltona
213,What a load of crap - Gillard was the most detested PM in a generation - had she gone on to lead Labor to the election they would have been lucky to come away with 30 seats in the lower house - such was the feeling of animosity towards her - not only from mainstream Australia but within her own party. The only reason her and Combet were bosom buddies was because they were both marionettes for the powerful unions who dictated ALP policy through the PM placed into office.. ,91,TimOfAltona
214,The 'Gillard' experiment crashed and burned for Labor and they will never ever repeat that mistake¡­not if they ever want to return to government in this country. Gillard was a disaster - nearly destroyed her own party.,37,TimOfAltona
215,"I turned on the radio in my car earlier today and , it was that unmistakable drone of Gillard's voice - I thought we as a country had cleansed ourselves of that auditory pornography assaulting our shell-likes without any prior warning. ",42,TimOfAltona
216,"But no - it was indeed Gillard assaulting the airwaves pushing some book by, like her, another failed Labor politician who is best remembered for under achievements than any over achievements or for that matter  achievements full stop. ",40,TimOfAltona
217,"I sat there wondering if she was reading from a McTernan script as she did for most her Prime Ministership or perhaps she was channelling K Rudd, her replacement, given he enjoyed significantly more support and respect from both the country and her  party than she could have ever dreamed. ",52,TimOfAltona
218,"I'm writing to the ABC today to ensure they next time they are thinking of putting Gillard's voice to the airwaves, that it is preceded by a health warning to give us all plenty of time to switch stations.",39,TimOfAltona
219,Gillard (McTernan) started this whole confected sexism row as a tactic to try and prop up Gillard's failing leadership and now everyone has to be careful what they say as a result. ,33,TimOfAltona
220,Re QT - it has developed into a bit of a circus with the Labor MP's acting like recalcitrant school children deliberately baiting the headmistress (Speaker) to see who gets to be thrown out the most. In fact Labor have turned it into a sport. ,46,TimOfAltona
221,This is as much a reflection on Shorten's leadership as it is on the inadequacy of the Labor opposition - Australians have noticed this and will mark Labor's scorecard accordingly. ,31,TimOfAltona
222,I suspect your comments have just lost any credibility that may have been left - I doubt even your own side can see that this is a bullshit concoction of yours with no basis whatsoever except a deep hatred of anything to do with the PM.,46,TimOfAltona
223,Funny old thing politics - in the months leading up to last years election the Labor/Greens cheer squad went into hiding when it came to discussing or reflecting on the polls and if they did it was all about how they are all fake and rigged to help Abbott win. ,51,TimOfAltona
224, the polls have transformed from being highly dubious and a totally unreliable tool of a giant media conspiracy against Labor into a highly credible and accurate source of how voters feel about the government. ,36,TimOfAltona
225,Don't worry about that comment - it's the Labor/greens cheer squad worried that the PM may look good for what he's done following the tragedy - they can't stand the thought that he may actually have made a major contribution to bringing our dead home and will receive praise for it - none the least from the relatives of those tragically killed.,62,TimOfAltona
226,"Goodness, you are  shit scared that the PM may look good out of this that you want all pollies banned from saying or doing anything in relation to MH17 - suck it up Longers - too late - Abbott's already been hailed around the world for his leadership over this tragedy.  ",54,TimOfAltona
227,"32 Australians dead, Foreign Minister attends a memorial service for the dead dressed appropriatly in black and all you can do is attack her for wearing a hat and make some banal comment about the Melbourne Cup. ",38,TimOfAltona
228,Time the Labor/Greens cheer squad pull their heads in and accept that they lost the last election and no amount of baseless confected attacks on Julie Bishop will deliver you back into government - in fact the opposite.,38,TimOfAltona
229,The Labor/Greens cheers squad can't stand to see Tony Abbott get any credit for his leadership and achievements in bringing home our dead Australians. It worries them that he may just be successful. ,34,TimOfAltona
230,"Suggest you go back, read it again, perhaps two or three times and then come back with something that resembles fact and then maybe your credibility stakes will improve. IMHO.",30,TimOfAltona
231,Heaven knows that thousands and thousands of jobs went across all industry sectors while Labor were in government - somehow I don't think you were complaining and asking Gillard to apologise to the workers - were you?,37,TimOfAltona
232,I think it's fair to say that most Australians get what Brandis and the government are on about here - what's the old saying - prevention is better than cure? ,31,TimOfAltona
233,"Prevention in this instance relates to a home grown terrorist attack - something unthinkable, yet could quite possibly happen with the global rise in radical Islam and other potential sources of terrorism.. ",33,TimOfAltona
234,"Shorten needs to touch base with his deputy, only a few weeks ago Plibersek threw her support behind the ISP meta data collection initiative...... believing it was prudent thing for the government to do. ",35,TimOfAltona
235,The Labor/Greens cheer squad need to start collaborating a little better - half of them are saying the PM is doing too little with Israel and The Ukraine and half are saying he is doing too much - if you can't get your confected attacks aligned - everyone starts looking a little stupid. ,54,TimOfAltona
236,"You are on a loser trying to condemn the PM for doing what we expect our PM, Labor or Liberal, to be doing - your greatest fear is that he will receive recognition for it - which he has.",39,TimOfAltona
237,"According to some elements of the Labor/Greens cheer squad,  disaster, war, famine, plague, earthquake or flood anywhere in the world is Tony Abbott's fault - none of them would occur if a  government was in power.",38,TimOfAltona
238,You guys need to get out more instead of living in your own squalid world of left-wing delusion - take a look at the latest ABC fact checker on pre-election promises delivered by the government so far - impressive list. ,41,TimOfAltona
239,If you think Christmas Island has the infrastructure to handle the sheer numbers of people who would attempt the journey by sea then you are mistaken....I reckon conservatively half a million people would attempt the journey over the next 2 or 3 years if they believed Australia was taking in all people who could safely make it to our territorial waters. All the current detention centers on the mainland would need to be opened and new ones built. ,79,TimOfAltona
240,"I understand your sentiment - however, how will we deal with hundreds of thousands who would seek to make this journey if they believed Australia will take in all comers who wish to claim refugee/asylum status? ",37,TimOfAltona
241,"How many processing/detention centers would need to be built on top of the existing ones. 5, 10, 50, 100? Where do all the people go when they are released into the community - there is a shortage of public housing now - remember most of these people have no way to support themselves so will rely on taxpayer funded programs government welfare and charities to survive. You only have to look at some European cities to see the effects of open borders - migrant ghettos springing up because the state has no way of providing for the sheer numbers of people flooding into the cities. ",106,TimOfAltona
242,Where are the jobs? There is already an undersupply of jobs for Australians let alone migrants - will these people be consigned to a life on government welfare with no housing to accommodate them? ,35,TimOfAltona
243,How many thousands of families will perish at sea trying to reach Australia - we have already seen what can happen when the Rudd government gave the green light for boat arrivals in 2007. ,35,TimOfAltona
244,....but there are millions of people in this region who would want to be taken in if they can reach Australia by boat - how many can you accommodate before you say this is too much? ,37,TimOfAltona
245,Bottom line is Australia's best hope for providing for a safe and humane asylum seeker program is for a  migration program that can cope with the numbers and ensure the safeguards are in place to allow people to successfully assimilate into the community and start a new life for them and their families.  ,56,TimOfAltona
246,"Placing our refugee program into the hands of the people smugglers is not good policy, has been tried before by the Rudd Labor government and failed in so many ways and disadvantages those who genuinely apply to come to australia through the UNHCR front door program.",46,TimOfAltona
247,"The Labor/Greens cheer squad can't stand the government's win at stopping the people smugglers and saving hundreds if not a thousand plus lives along the way, so they resort to personal abuse directed at those who celebrate the government's success.",40,TimOfAltona
248,Good to see the government is not wavering on it's policy - this is the only way people smugglers will be shut down - they no longer have a product to sell. ,33,TimOfAltona
249,The people smugglers will have to wait until the next Labor/Greens government is sworn in before they can start putting thousands of people back on leaky boats and hoping they reach Australia without drowning again.,35,TimOfAltona
250,Australia has an admirable human rights record - your problem with all this is that the Abbott government has fulfilled a pre-election promise relating to people smugglers - something Labor were incapable of doing (in fact Labor gave the people smugglers a business model to work with under Rudd and we all know what happened don't we?) and the last thing you want to see is the government succeeding at anything - it means they will be returned in 2016.,80,TimOfAltona
251,That was always going to happen - Curtin was a transit post - we knew that before they were sent there - they would always end up on Manus or Nauru as per government policy to deter people smugglers by denying them a product to sell - you know what? It's bloody working!,53,TimOfAltona
252,Trying to make up a story based on unverified 'leaked' documents is a dangerous thing and the only purpose it serves is to feed the people who want to believe this kind of thing. ,35,TimOfAltona
253,I'm inclined to believe what Israel are claiming here - Hamas entrench themselves amongst heavily populated civilian areas to launch their rocket attacks hoping a) the civilian population will act as a human shield for them or b) Israel retaliate and civilians are killed which leads to UN and global condemnation of Israeli actions ,55,TimOfAltona
254,"If it was brought down by a Russian backed missile launcher in eastern Ukraine, I don't think there is a snowflakes hope in hell of the actual people who crewed the missile launcher and 'pushed the button' will ever be brought to trial &amp; prosecuted. ",46,TimOfAltona
255,"What a stupid, insensitive to the relatives of those who died and wholly immature comment - but then we don't expect much more than that from the Labor/Greens cheer squad.",30,TimOfAltona
256,You must be having a devil of a time trying to work out an angle to implicate Tony Abbott with the outbreak of WWI - how's it going so far?,30,TimOfAltona
257,I reckon the Twiggster knows a thing or two about solving some of the problems affecting indigenous communities - he is after all one of the largest employers of indigenous people and has done some exceptional work over the years in helping disadvantaged indigenous people improve their lives. ,49,TimOfAltona
258,Labor/Greens people don't like it because it was commissioned by the current government - had it been commissioned by a Labor government with an identical outcome they would all be on here praising it as a step in the right direction. ,42,TimOfAltona
259,"This should only affect a very small number of Australians who choose to head overseas and fight alongside terrorist organisations. The message is clear - do not come back to this country and if you do, you risk being locked up. ",42,TimOfAltona
260,"Jim, there is no proof here that anyone was 'lying'. There is a statement from an Indian 'official' that appears to contradict  of what Morrison said earlier - but you well know as an ex-army officer that there is always a lot more to these situations than we get to hear about - I seriously doubt that Morrison would publicly &amp; intentionally fabricate a story with so many witnesses present at the meeting and also with the knowledge that it would all unravel within days.  ",88,TimOfAltona
261,"It will get sorted out on Nauru, where some will voluntarily return home to India,some will be deemed to genuine refugees and will eventually be settled in a third country like PNG, Nauru or Cambodia and those found to be economic migrants will be forcibly deported back to India.",49,TimOfAltona
262,Send them home - they entered Australia on false pretences - pretending they were coming to an AID's conference when they were looking for a free passage to Australia to live and avoid the normal asylum program.,37,TimOfAltona
263,Mundine is right of course - however anything he says will be attacked by the Labor/Greens cheer squad because he is a former ALP President who saw the wisdom in teaming up with the Abbott government to improve the plight of the indigenous communities. ,45,TimOfAltona
264,It is important for Whitehouse to maintain the integrity of their students' personal data and find out who unlawfully accessed and distributed personal information. We all await with bated breath the police outcome.,33,TimOfAltona
265,"I suspect you are a bit confused - the scholarship was awarded to Ms Abbott back in 2010 - last time I looked her father was not PM back in 2010, in fact she graduated from the school  her father crushed the Labor/Greens government and became PM.",48,TimOfAltona
266,No but I think some have been living in Tamil Nadu for some years and the shortest time in Tamil Nadu for some was 6 months - this was the basis for returning them to the country they embarked from - India.,42,TimOfAltona
267,"I often recommend to the Labor and Greens supporters that they turn on the Bolt Report Sunday mornings (though I suspect many of them watch already) to catch up on what the  of Australians are thinking - if I want to catch up on what a  of Australians are thinking, I refer to the Guardian threads.",58,TimOfAltona
268,"In this instance they were thousands of nautical miles from land - there is no way the government would have put these people to sea that far out, particularly with the eyes of the world, including the Australian High Court, upon them and also for no other reason that it was just too plain risky..... the Ocean protector was going to sail up to the Indian coastline and put them to shore in the lifeboats a few kms off shore - unlikely though, there would have just been a straight transfer at sea onto an Indian navy vessel. ",99,TimOfAltona
269,"It was the lawyers playing silly buggers with the High Court that had these people stuck on that ship for so long - had the government been allowed to get on with the job, most of these people would back in the safety and security of Tamil Nadu by now - not stuck up in Nauru.",56,TimOfAltona
270,"Ian, you are part of a  group of Labor supporters whose opinion I respect in these threads....but surely you have not been sucked in my this story as well.....or are your comments more general in nature?",37,TimOfAltona
271,Mu view on this is that they are now ensconsed in Nauru courtesy of the refugee advocates/lawyers who advised them not to meet with the Indian consulate officials - that was their passage home but the left wing do-gooders would rather they sit for years in Nauru and make a stand against the government's policy. ,56,TimOfAltona
272,No...no....I think you will find the ALP started it...under Kevin Rudd when the green light went on for the people smugglers to start sending thousands of people off in leaky boats towards Australia.,33,TimOfAltona
273,1)This 'allegedly' happened 3 days after the government were required to provide 72 hrs notice written notice...the whole world knew that these people were under the protection of the Australian customs vessel ,33,TimOfAltona
274,3)The government would not put themselves into a position where they would risk the lives of these people....the only way they would be returned to India was by plane - in this case hopefully Cocos Islands back to southern India. ,41,TimOfAltona
275,5)Those who want to believe a confected story such as this swarm all over it - it  be true - to try and land blows against the government. It's called propaganda.,32,TimOfAltona
276,"Now c'mon Chippie old son...you know perfectly well that the delectable (or whatever the term is you use to describe her) Julia Gillard was not capable of sitting on a bike, let alone riding one, so no need to attack the current PM for participating and raising hundreds of thousands for charity.",52,TimOfAltona
277,Remember the RAN torture allegations a few months ago? The Labor/Greens cheers squad were swarming all over these allegations as if they were gospel - which of course they were not.,31,TimOfAltona
278,Hawkey is on to something here - this could produce tens of millions of dollars of revenue for remote indigenous communities - think of the jobs and infrastructure that could create.,31,TimOfAltona
279,"No matter how much the Labor/Greens cheer squad rabbit on about a DD thinking a Labor/Greens government will just fall over the line, it just ain't going to happen - you will have to sit tight until late 2016 to cast your vote at the ballot box.",47,TimOfAltona
280,We had one the other day trying to link Tony Abbott's family forebears to the start of WWI and the classic was Tony Abbott's climate policies were responsible for an earthquake in Chile a few months ago and it followed that Abbott 'had blood on his hands' for the deaths of the Chilean people who perished. ,57,TimOfAltona
281,Prudent safeguards are necessary to protect this country from the threat of terrorism - no problem at all with the government's actions which clearly have the support of most Australians.,30,TimOfAltona
282,"You goose, why is it that every Guardian article, iirespective of the subject you have to find a way to link the story to attack the PM - by the way, how did you go trying to blame Abbott for the outbreak of WWI the other day?",47,TimOfAltona
283,Let me make it clear to this minority grouping - this is nothing to do with the Australian government - some 35 other countries have the same sanctions applied by Russia &amp; the ALP back the government on it's response and comments by Juile Bishop.  ,47,TimOfAltona
284,"Everyone is giving a measured response, including the 28 EU countries with a similar ban plus the US and Canada plus the ALP who has backed the government on this - this is hardly a government stumble on international trade.",40,TimOfAltona
285,"Re foreign workers¡­.it would make an interesting analysis/comparison to look at other, say Westminster system countries, who would allow Australian's who are non-citizens to go on the local public welfare payroll in similar circumstances?",34,TimOfAltona
286,Speaking of which - probably time the ACTU had a look at it's front bench too - a few non-union background shadow ministers have crept in amid all the confusion and dysfunction going on.,34,TimOfAltona
287,You misunderstand my point - Plibersek and Wong hitched their wagon so tightly to the Gillard wagon (handbag hit squad and all that) that they are both heavily damaged goods.,30,TimOfAltona
288,The comment must be made - the caption below the header photo about a kid 'sheltering' under cardboard is in my opinion sensationalist and highly misleading - I reckon if the boy walks under the erected shade cloth or goes into one of the recreation rooms he would pretty much be out of the sun? ,56,TimOfAltona
289,"Give it a rest Marilyn - you of all people should be applauding the government helping to save lives, and they will, of people fleeing the conflict in Northern Iraq.",30,TimOfAltona
290,Very strange comment when within hours of the plane going down we head the intercepted phone calls between the seperatist commanders commenting they had brought down a 'Ukrainian' plane only to discover there were civilian bodies and part of the wreckage had MAS on the side.,46,TimOfAltona
291,Here's a tip - it is not a significant number of Australians' Horacy - it is a handful of bitter and twisted Australian Labor/Greens supporters who were soundly defeated at last year's election and are out for pay back. ,40,TimOfAltona
292,"You seem to forget that this man is Australia's PM and doing exactly what any leader would be doing, Labor or Liberal including stopping to talk to the media - clearly you are still on the rebound from the thrashing Labor received at the polls last year - sooner or later acceptance will kick in - trust me.",58,TimOfAltona
293,Very easy to attack anything/everything the government is trying to do to fix up Labor's fiscal debt and deficit mess - but strangely enough there is absolute silence from Labor as to how perceive they will fix up their mess. ,41,TimOfAltona
294,Unfortunately it seems we will have to wait until roughly 4pm on 2016 election eve before Labor will give us an indication of how  intend to help fix up the mess they created and where  savings will come from.,41,TimOfAltona
295,"Dear readers - when a Reach Tel survey results in a 'win' for the ALP, all the 'commentators' on here praise the poll result as clear,credible and undeniable proof that the Qld LNP are headed for electoral defeat, but when a subsequent Reach Tel survey results in a 'win' for the LNP the very same commentators'  ",58,TimOfAltona
296,How can this be if it is the  polling company producing the reults?Are many of these 'commentators'' really just blithering idiots blinded by their hatred for strong effective governments?Signed'Confused from Altona',32,TimOfAltona
297,"Jai, I don't for a moment expect you to know what I have done/experienced in my lifetime but you do need to know that I have every bit of compassion for genuine asylum seekers as you appear to have. Along with everyone else I don't like what's purportedly going on in processing centres and would dearly love to see them emptied out and closed down.  ",67,TimOfAltona
298,"It is here where we disagree - my belief is the detention centres can only close if the boats stop arriving laden with people This is what the government undertook pre-election and has pretty much succeeded. Detention centre populations are decreasing, less children are in detention and in time the places will be shut. ",55,TimOfAltona
299,Don't disagree at all - if it were Gillard or Rudd making an identical call the Guardian thread would be half the size and instead of condemnation would likely be full of praise for Australia doing it's bit. ,39,TimOfAltona
300,"Yes, you will be attacked by the usual mob here, but at least you are standing your ground on what you and the majority of Australians are thinking on  particular humanitarian issue.",33,TimOfAltona
601,"You cannot offer a shred of evidence to support your assertion of what happens in the homeland, especially when the majority of arrivals under Labor were economic refugees, hardly fleeing persecution.",31,TheJediMaster
602,"I'd be far more concerned about the behaviour of PM's past. One even once tried to tell us that wearing as blue tie was unacceptable, now there's some abnormal behaviour.",30,TheJediMaster
603,Labor wanted to lock in spending six years into the future mainly for the NDIS. It was silly in the sense that the Coalition gave bipartisan support to the NDIS. Labor then tried to lock in the stupid Gonski spending and health spending through to 1919.  ,46,TheJediMaster
604,The $80 billion claim is based on numbers outside the forward estimates. Numbers that are five and six years into the future. Large Gonski cost impacts and more health blow outs.  ,31,TheJediMaster
605,"Friarbird - my bill went up when the CT was introduced, but to be honest i wasn't plotting it on a spreadsheet. Whether yours and the neighbours went up, or indeed went down last year is less relevant than the national trends.  ",42,TheJediMaster
606,GuardingOz - interesting name - and i fully support your coffee consumption. Again individual circumstances are one thing but overall trends are more important. Prices clearly did come down after the July 2014 repeal of the CT.,37,TheJediMaster
607,I'm saying that the Australian Bureau of Stats found that energy prices fell 5% after the carbon tax was ditched. You won't get any more compelling evidence of the price impact of the silly thing.  ,35,TheJediMaster
608,"On your bill, perhaps you should compare usage to the cost. You might perhaps find that your carbon footprint expanded, if your bill didn't fall recently. Conversely, bills went up 15% in the six months following the introduction according to some analysis.",42,TheJediMaster
609,"Yes some of the posters were a bit silly, but thanks for reminding us what a peaceful protest looks like. No assaults, no damage to property, no storming of the parliament house doors, no police required. Coincidentally, no unions or socialists around.  ",42,TheJediMaster
610,"BUT - next year Bill's going to start telling us all about his proposed new carbon tax. The one that will send electricity prices through the roof once more. Once voters sit up and listen, that will be the last we ever hear of Bill ! Adios.",47,TheJediMaster
611,"They all seem to describe the climate change ideologues rather well. Especially the ones arguing that climate change should be front and centre at an economic event, or an inter-generational report for that matter.",34,TheJediMaster
612,"Well we've been hearing ever since December 2009 the Abbott was unelectable, would never be Prime Minister, would ensure Gillard was returned, would ensure Rudd was returned, would be dumped by his own people etc etc .... ",37,TheJediMaster
613,"Hate to point it out but right now at present Abbott is in the Lodge, metaphorically, and the Coalition are in government. The next poll - well it could be 51-49 to the government. Abbott's been improving ever since the spill, and Bill's sinking before our very eyes.",48,TheJediMaster
614,"Well you'd suspect a routine socialist protest would normally involve breaking something, assaulting someone, chanting a few one syllable slogans, wearing something offensive, burning something, and finishing it all off with a rendition of Kumbaya before calling mum and asking for a lift home.  ",44,TheJediMaster
615,"With climate change events organised for Bonn and Paris this year, can we expect the routine socialist protests to be a little more organised than the amateurs in Brisbane ?",30,TheJediMaster
616,Not quite sure what Murdoch has to do with it. Or is that the only way you're able to cope with other view points - blame them on Murdoch ?,30,TheJediMaster
617,Maybe our socialists simply aren't as resourceful and skilful as foreign socialists. Those Greek ones seem amongst the best around - even looks like they've almost achieved the economic end of their nation. What a victory that would be. Wait on ....,42,TheJediMaster
618,This reminds me a bit of the time a bunch of hapless young socialist students infiltrated a Q&amp;A episode and unfurled their protest banner - upside down ! It's pretty hard to recover from there.,35,TheJediMaster
619,"Seems more evidence based. The G20 predominantly has an economic focus. Climate change might be the only issue that matters to some people, the rest of us live in a rather more pragmatic world where many issues can be discussed concurrently.  ",41,TheJediMaster
620,A more likely reason was that it was a silly idea in the first place - they couldn't get anyone but the most committed of occupying lefties to turn up. Losers.,31,TheJediMaster
621,"Yes it has potential, which is good, but it's a storage device. Something will have to be the power source - solar or wind in some cases, but coal in many others.",32,TheJediMaster
622,"Given that something like 25% of CO2 ever emitted has been done in the past 20 years, yet the changes in surface temperature over that time is next to zero, surely climate sensitivity is very much a young theory that needs much more work. ",44,TheJediMaster
623,"So why would we go spending tens of billions to address global warming when we have no idea what the real impact of CO2 emissions will be ? Take some cautious measures to minimise risk certainly, but dramatic action is far from justified.",43,TheJediMaster
624,"I'd prefer to help people genuinely trying to juggle work and family, and helping grow the pie in the process, than others who expect the government to support them from cradle to grave.",33,TheJediMaster
625,"So how is it that people become wealthy ? Is it purely luck, or do you think that working hard, working smart and taking a risk might have anything to do with it ?",34,TheJediMaster
626,20% higher than AWE is hardly rich. Although they pay a large amount in income tax to cover all those Australians who think the government should be their primary source of income.,32,TheJediMaster
627,As for Sydney-centric conspiracy theories well there doesn't seem much basis for that. Abbott's living in the AFP College - a rather humble abode for a Prime Minister - while the Lodge is being redone.,35,TheJediMaster
628,"Sure - each IPCC assessment report shows a reduced expected temperature increase. It started around 3 degrees and is now down below 1.5 degrees. They specifically stated there'd be a 1 degree rise by 2025, where the reality seems to be rather different.  ",43,TheJediMaster
629,"So it's very fair to say that the original scenarios overstated the issues. But that's never stopped the CC zealots from trying to sell the rest of us their silly doomsday prophecies. 'The greatest moral challenge of our time"" hey.",40,TheJediMaster
630,"Frankly i broadly agree with Lomborg - climate change is an issue but its impact is being overstated significantly by those with the most to gain. And the science supports that - record high ice sheet levels, 18 year flat lining temperatures, plunging sensitivity predictions.  ",45,TheJediMaster
631,"Had a quick look at your link. Couldn't see anywhere it suggested CO2 was bad. Significant warming linked to CO2 (as a greenhouse gas) may be bad, but is CO2 itself bad ?  ",33,TheJediMaster
632,"We're a bit past that point aren't we ? Even the supposedly climate denying Abbott government is formulating policy for post 2020, they're trying to determine the strategy for Paris in December, there's a RET and Direct Action.  ",38,TheJediMaster
633,"Are you saying that academic qualifications are the only thing that counts towards having expertise in a field ? Because many academics have rather limited real world experience, but are great in theory.",33,TheJediMaster
634,"You're probably right. And climate science seems to ignore much evidence too like record ice sheets and flat lining temperatures, so we could probably get a politician to act as chief climate change scientist. Or we could get a railway engineer.",41,TheJediMaster
